Department|Attrition_Retention 2|Age group|Gender|Job Role|Attrition|Attrition Label|Education|Major|Age|Attrition Count|Attrition %|Attrition Date|Avg. Satisfaction Score|Dynamic Date|Employee No.|Employee Number|Environment Satisfaction|Job Involvement|Job Satisfaction|Monthly Income|Percent Salary Hike|Performance Rating|Relationship Satisfaction|Work Life Balance
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Medical|40||||2.8||E_1212|1212|2|3|2|4327|12|3|4|3
Research & Development|Current Employees|45-55|Female|Manager|No|Current Employees|Bachelor's Degree|Medical|50||||2.8||E_1215|1215|4|3|1|17856|22|4|3|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Medical|28||||2.6||E_1216|1216|4|2|1|3196|12|3|3|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Associates Degree|Life Sciences|46||||2.6||E_1217|1217|4|3|2|19081|11|3|1|3
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|35||||2.8||E_1218|1218|3|3|1|8966|15|3|4|3
Research & Development|Ex-Employees|< 25|Female|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Life Sciences|24|1.0|0.007518797|10/4/2021|2.2|10/1/2021|E_1219|1219|4|3|2|2210|13|3|1|1
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|33||||2.2||E_1220|1220|2|3|3|4539|12|3|1|2
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|36||||2.6||E_1221|1221|3|1|3|2741|14|3|3|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|30||||2.4||E_1224|1224|3|3|3|3491|13|3|1|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Other|44||||3.2||E_1225|1225|4|3|4|4541|25|4|2|3
Sales|Current Employees|< 25|Male|Sales Representative|No|Current Employees|Bachelor's Degree|Marketing|20||||3.6||E_1226|1226|3|4|4|2678|17|3|4|3
R & D|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Master's Degree|Technical Degree|46||||3.2||E_1228|1228|4|3|4|7379|11|3|3|2
HR|Current Employees|35-44|Male|Human Resources|No|Current Employees|Doctoral Degree|Medical|42||||2.8||E_1231|1231|4|4|1|6272|16|3|1|4
Sales|Current Employees|> 55|Male|Sales Executive|No|Current Employees|Master's Degree|Marketing|60||||3.0||E_1233|1233|2|4|4|5220|18|3|2|3
Research & Development|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Other|32||||2.6||E_1234|1234|3|2|2|2743|20|4|3|3
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|32||||3.4||E_1235|1235|4|3|3|4998|14|3|4|3
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Technical Degree|36||||2.2||E_1237|1237|3|1|1|10252|21|4|3|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|33||||2.6||E_1238|1238|1|3|4|2781|13|3|2|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Technical Degree|40||||2.4||E_1239|1239|2|2|2|6852|12|3|2|4
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|25||||3.0||E_1240|1240|3|3|4|4950|14|3|2|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|30||||2.6||E_1241|1241|4|3|2|3579|21|4|1|3
Research & Development|Current Employees|35-44|Female|Research Director|No|Current Employees|Doctoral Degree|Medical|42||||2.2||E_1242|1242|1|3|1|13191|17|3|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Marketing|35||||2.6||E_1243|1243|3|2|4|10377|11|3|2|2
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|27||||2.2||E_1244|1244|1|3|1|2235|14|3|4|2
Research & Development|Current Employees|45-55|Female|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|54||||2.4||E_1245|1245|4|3|3|10502|17|3|1|1
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|High School|Life Sciences|44||||3.2||E_1246|1246|1|4|4|2011|13|3|4|3
Research & Development|Ex-Employees|< 25|Female|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Medical|19|1.0|0.007518797|3/7/2022|2.2|3/1/2022|E_1248|1248|1|2|2|1859|25|4|2|4
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.4||E_1249|1249|1|3|4|3760|15|3|1|3
R & D|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|54||||3.0||E_1250|1250|4|3|4|17779|14|3|1|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Associates Degree|Medical|31||||2.6||E_1251|1251|3|3|1|6833|12|3|4|2
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|31||||2.2||E_1252|1252|3|2|1|6812|19|3|2|3
Sales|Current Employees|> 55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|59||||3.2||E_1254|1254|3|2|4|5171|17|3|4|3
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|43||||2.6||E_1255|1255|3|1|4|19740|14|3|2|3
Research & Development|Current Employees|45-55|Male|Manager|No|Current Employees|Associates Degree|Medical|49||||2.6||E_1256|1256|1|2|3|18711|13|3|3|4
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|36||||2.6||E_1257|1257|3|3|2|3692|12|3|3|2
Research & Development|Current Employees|45-55|Male|Laboratory Technician|No|Current Employees|Associates Degree|Technical Degree|48||||3.0||E_1258|1258|4|4|2|2559|11|3|3|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|27||||2.4||E_1259|1259|1|3|3|2517|11|3|2|3
R & D|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|29||||3.0||E_1260|1260|3|3|4|6623|11|3|2|3
R & D|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|48||||3.4||E_1263|1263|4|2|4|18265|12|3|3|4
Research & Development|Current Employees|25-34|Female|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.8||E_1264|1264|4|2|4|16124|14|3|2|2
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|34||||3.2||E_1265|1265|3|4|3|2585|17|3|4|2
Sales|Current Employees|35-44|Male|Manager|No|Current Employees|Bachelor's Degree|Marketing|44||||2.6||E_1267|1267|2|3|2|18213|11|3|3|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Doctoral Degree|Marketing|33||||3.6||E_1268|1268|4|4|3|8380|14|3|4|3
Research & Development|Current Employees|< 25|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|19||||3.4||E_1269|1269|2|4|4|2994|12|3|4|3
R & D|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|23||||3.4||E_1270|1270|4|3|3|1223|22|4|4|3
Sales|Ex-Employees|25-34|Male|Sales Representative|Yes|Ex-Employees|High School|Life Sciences|25|1.0|0.010869565|7/1/2021|3.0|7/1/2021|E_1273|1273|3|1|4|1118|14|3|4|3
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|26||||2.8||E_1275|1275|3|3|4|2875|20|4|2|2
Sales|Ex-Employees|45-55|Female|Manager|Yes|Ex-Employees|Bachelor's Degree|Marketing|45|1.0|0.010869565|4/25/2022|1.6|4/1/2022|E_1277|1277|1|1|2|18824|16|3|1|3
R & D|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|High School|Medical|55||||3.0||E_1278|1278|4|2|2|13577|15|3|4|3
Research & Development|Ex-Employees|< 25|Female|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Life Sciences|21|1.0|0.007518797|12/30/2021|2.0|12/1/2021|E_1279|1279|1|2|3|2625|20|4|3|1
Sales|Current Employees|45-55|Female|Manager|No|Current Employees|Associates Degree|Marketing|46||||2.8||E_1280|1280|4|2|2|18789|14|3|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|34||||2.8||E_1281|1281|3|3|1|4538|12|3|4|3
Sales|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|51||||2.4||E_1282|1282|4|3|2|19847|24|4|1|2
Research & Development|Current Employees|> 55|Male|Manufacturing Director|No|Current Employees|Master's Degree|Medical|59||||3.4||E_1283|1283|4|3|4|10512|12|3|4|2
Research & Development|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|34||||3.0||E_1285|1285|3|3|2|4444|13|3|3|4
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Medical|28||||3.0||E_1286|1286|4|3|3|2154|11|3|3|2
R & D|Current Employees|35-44|Male|Manager|No|Current Employees|Associates Degree|Life Sciences|44||||2.8||E_1288|1288|3|4|1|19190|14|3|4|2
Human Resources|Current Employees|25-34|Male|Human Resources|No|Current Employees|Bachelor's Degree|Life Sciences|34||||3.0||E_1289|1289|3|2|2|4490|11|3|4|4
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|High School|Life Sciences|35||||3.2||E_1291|1291|3|3|3|3506|14|3|4|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Master's Degree|Medical|42||||3.0||E_1292|1292|2|4|2|2372|16|3|4|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|43||||3.6||E_1293|1293|4|2|4|10231|14|3|4|4
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|36||||3.0||E_1294|1294|3|3|2|5410|11|3|4|3
Research & Development|Ex-Employees|35-44|Female|Healthcare Representative|Yes|Ex-Employees|Bachelor's Degree|Medical|44|1.0|0.007518797|1/28/2022|3.0|1/1/2022|E_1295|1295|1|3|4|7978|11|3|4|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|28||||3.0||E_1296|1296|4|2|4|3867|12|3|2|3
Research & Development|Current Employees|45-55|Female|Laboratory Technician|No|Current Employees|Associates Degree|Medical|51||||2.2||E_1297|1297|2|2|3|2838|14|3|2|2
Research & Development|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Associates Degree|Medical|30||||3.0||E_1298|1298|3|3|3|4695|18|3|3|3
Research & Development|Ex-Employees|25-34|Female|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Technical Degree|29|1.0|0.007518797|1/21/2022|2.4|1/1/2022|E_1299|1299|2|3|3|3339|13|3|1|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|28||||2.4||E_1301|1301|4|3|1|2080|11|3|2|2
R & D|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|25||||3.0||E_1303|1303|4|3|2|2096|18|3|4|2
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|32||||3.6||E_1304|1304|3|4|4|6209|15|3|3|4
R & D|Current Employees|45-55|Female|Manager|No|Current Employees|Bachelor's Degree|Medical|45||||2.6||E_1306|1306|2|3|2|18061|22|4|3|3
Research & Development|Current Employees|35-44|Female|Manager|No|Current Employees|Master's Degree|Medical|39||||2.8||E_1307|1307|3|2|2|17123|13|3|4|3
Research & Development|Current Employees|> 55|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|58||||2.8||E_1308|1308|1|3|3|2372|12|3|4|3
R & D|Ex-Employees|25-34|Male|Laboratory Technician|Yes|Ex-Employees|Associates Degree|Life Sciences|32|1.0|0.007518797|2/11/2022|2.8|2/1/2022|E_1309|1309|4|3|3|4883|18|3|1|3
Research & Development|Ex-Employees|35-44|Male|Research Scientist|Yes|Ex-Employees|Bachelor's Degree|Medical|39|1.0|0.007518797|12/3/2021|2.2|12/1/2021|E_1310|1310|3|3|1|3904|13|3|1|3
Research & Development|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Technical Degree|30||||2.2||E_1311|1311|1|2|4|4627|12|3|1|3
Research & Development|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|36||||2.8||E_1312|1312|4|3|3|7094|12|3|1|3
Human Resources|Current Employees|45-55|Female|Human Resources|No|Current Employees|Associates Degree|Life Sciences|46||||3.0||E_1314|1314|4|3|1|3423|12|3|3|4
Research & Development|Current Employees|25-34|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|28||||2.4||E_1315|1315|3|1|4|6674|11|3|1|3
R & D|Current Employees|45-55|Female|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|50||||2.6||E_1317|1317|4|3|1|16880|11|3|2|3
Sales|Ex-Employees|35-44|Male|Sales Executive|Yes|Ex-Employees|Master's Degree|Marketing|40|1.0|0.010869565|9/30/2021|2.8|9/1/2021|E_1318|1318|4|2|2|9094|12|3|3|3
Sales|Ex-Employees|45-55|Male|Sales Executive|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|52|1.0|0.010869565|3/9/2022|2.4|3/1/2022|E_1319|1319|2|3|2|8446|19|3|3|2
Research & Development|Current Employees|25-34|Female|Manager|No|Current Employees|Master's Degree|Medical|30||||2.6||E_1321|1321|2|3|1|11916|23|4|4|3
R & D|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Associates Degree|Life Sciences|39||||2.2||E_1322|1322|1|3|3|4534|11|3|1|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|31||||2.6||E_1324|1324|4|3|3|9852|19|3|1|2
Sales|Current Employees|35-44|Male|Sales Executive|No|Current Employees|Associates Degree|Medical|41||||2.0||E_1329|1329|3|1|2|6151|13|3|1|3
Sales|Ex-Employees|25-34|Female|Sales Representative|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|31|1.0|0.010869565|4/26/2022|2.8|4/1/2022|E_1331|1331|4|3|2|2302|11|3|1|4
R & D|Ex-Employees|35-44|Male|Laboratory Technician|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|44|1.0|0.007518797|4/4/2022|2.4|4/1/2022|E_1333|1333|1|3|1|2362|12|3|3|4
Research & Development|Current Employees|35-44|Male|Manager|No|Current Employees|High School|Life Sciences|42||||3.0||E_1334|1334|3|3|3|17861|13|3|4|2
Research & Development|Current Employees|45-55|Female|Manager|No|Current Employees|Associates Degree|Medical|55||||3.0||E_1336|1336|4|1|3|19187|14|3|4|3
HR|Current Employees|> 55|Male|Manager|No|Current Employees|Master's Degree|Life Sciences|56||||2.6||E_1338|1338|4|3|2|19717|14|3|1|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|40||||2.8||E_1340|1340|3|3|3|3544|16|3|2|3
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|34||||3.4||E_1344|1344|4|3|4|8500|11|3|4|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|40||||3.2||E_1346|1346|3|3|4|4661|13|3|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|41||||2.8||E_1349|1349|3|3|1|4103|17|3|4|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|35||||2.8||E_1350|1350|3|3|3|4249|11|3|2|3
Human Resources|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|51||||2.6||E_1352|1352|3|3|2|14026|11|3|2|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|38||||2.6||E_1355|1355|2|3|1|6893|15|3|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Medical|34||||3.0||E_1356|1356|3|3|1|6125|12|3|4|4
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Medical|25||||3.2||E_1358|1358|4|3|4|3669|11|3|3|2
Research & Development|Ex-Employees|> 55|Female|Manufacturing Director|Yes|Ex-Employees|Master's Degree|Medical|58|1.0|0.007518797|3/25/2022|2.4|3/1/2022|E_1360|1360|3|2|1|10008|14|3|4|2
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|40||||2.6||E_1361|1361|2|3|2|2387|22|4|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|36||||2.4||E_1362|1362|1|4|1|4639|16|3|4|2
Research & Development|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|48||||3.4||E_1363|1363|4|3|4|7898|11|3|3|3
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|Bachelor's Degree|Medical|27||||3.2||E_1364|1364|3|4|4|2534|14|3|2|3
R & D|Current Employees|45-55|Female|Manufacturing Director|No|Current Employees|Associates Degree|Technical Degree|51||||2.4||E_1367|1367|4|2|2|13142|16|3|2|2
Research & Development|Current Employees|< 25|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|18||||3.6||E_1368|1368|4|3|4|1611|15|3|3|4
R & D|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|35||||3.0||E_1369|1369|4|2|4|5363|12|3|2|3
Sales|Current Employees|25-34|Male|Sales Executive|No|Current Employees|High School|Life Sciences|27||||2.8||E_1371|1371|4|1|4|5071|20|4|2|3
Sales|Ex-Employees|45-55|Male|Sales Executive|Yes|Ex-Employees|Master's Degree|Marketing|55|1.0|0.010869565|1/16/2022|2.6|1/1/2022|E_1372|1372|1|4|3|13695|17|3|3|2
Research & Development|Current Employees|> 55|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|56||||2.6||E_1373|1373|4|3|2|13402|12|3|1|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|High School|Technical Degree|34||||2.4||E_1374|1374|1|2|3|2029|20|4|3|3
R & D|Current Employees|35-44|Female|Healthcare Representative|No|Current Employees|High School|Medical|40||||2.8||E_1375|1375|2|4|3|6377|20|4|2|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|34||||2.4||E_1377|1377|2|3|3|5429|13|3|1|3
Sales|Ex-Employees|25-34|Female|Sales Representative|Yes|Ex-Employees|Bachelor's Degree|Life Sciences|31|1.0|0.010869565|4/13/2022|3.2|4/1/2022|E_1379|1379|3|2|4|2785|14|3|3|4
Sales|Ex-Employees|35-44|Female|Sales Executive|Yes|Ex-Employees|Master's Degree|Marketing|35|1.0|0.010869565|11/28/2021|3.0|11/1/2021|E_1380|1380|4|3|3|4614|18|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|38||||3.6||E_1382|1382|4|4|3|2610|11|3|4|3
Research & Development|Current Employees|25-34|Female|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|34||||3.6||E_1383|1383|3|3|4|6687|11|3|4|4
